PATRON,NOTEID,TIMESTAMP,NOTETYPE,ALIAS
11982920059384,2744060,11/18/2022,2,OPD
11982920059630,2747426,11/18/2022,2,OPD
11982920070815,4736745,10/11/2023,2,OPD
11982920038137,2744451,11/18/2022,2,OPD
11982999108790,2744371,11/18/2022,2,OPD
11982920004616,1955537,7/15/2022,2,OPD
11982920074637,1507274,4/29/2022,2,OPD
11982920055476,2747154,11/18/2022,2,OPD
11982920056391,4736541,10/11/2023,2,OPD
11982001579628,649763,11/26/2021,2,CNV
11982920073989,4735672,10/11/2023,2,OPD
11982920073918,4736846,10/11/2023,2,OPD
11982920073919,4736351,10/11/2023,2,OPD
11982920075821,3364767,3/8/2023,2,OPD
11982011115959,660914,11/26/2021,2,CNV
11982920053858,3364036,3/8/2023,2,OPD
11982920003457,2746859,11/18/2022,2,OPD
11982920009159,6402660,7/19/2024,2,OPD
11982010140651,658643,11/26/2021,2,CNV
11982920074122,4736759,10/11/2023,2,OPD
11982920073965,4735988,10/11/2023,2,OPD
11982920070077,2747496,11/18/2022,2,OPD
11982920072592,3364069,3/8/2023,2,OPD
11982920061996,1953318,7/15/2022,2,OPD
11982001278049,648978,11/26/2021,2,CNV
11982920042580,4735593,10/11/2023,2,OPD
11982011182439,661018,11/26/2021,2,CNV
11982920004638,4241451,7/26/2023,2,OPD
11982920003318,4242913,7/26/2023,2,OPD
11982920013249,6402575,7/19/2024,2,OPD
11982920044035,1954485,7/15/2022,2,OPD
11982920005575,6400646,7/19/2024,2,OPD
11982020818916,665132,11/26/2021,2,CNV
11982910038604,2746965,11/18/2022,2,OPD
11982910028840,3240943,2/16/2023,2,OPD
11982020637159,670911,11/26/2021,2,CNV
11982010067128,658309,11/26/2021,2,CNV
11982008024297,658310,11/26/2021,2,CNV
11982920010595,4240107,7/26/2023,2,OPD
11982920014180,6402147,7/19/2024,2,OPD
11982011214075,649209,11/26/2021,2,CNV
11982920036890,3365204,3/8/2023,2,OPD
11982920007234,4240763,7/26/2023,2,OPD
11982011232655,665927,11/26/2021,2,CNV
11982920002907,4240126,7/26/2023,2,OPD
11982010900484,658153,11/26/2021,2,CNV
11982010065767,650223,11/26/2021,2,CNV
11982010707343,651837,11/26/2021,2,CNV
11982920028213,4241771,7/26/2023,2,OPD
11982920052382,3240787,2/16/2023,2,OPD
11982010131130,660767,11/26/2021,2,CNV
11982920052691,2747071,11/18/2022,2,OPD
11982920069821,6403298,7/19/2024,2,OPD
11982920026184,3365936,3/8/2023,2,OPD
11982002193601,652421,11/26/2021,2,CNV
11982920053111,3365595,3/8/2023,2,OPD
11982920052677,3364219,3/8/2023,2,OPD
11982920070492,3364232,3/8/2023,2,OPD
11982920029054,2746604,11/18/2022,2,OPD
11982920055485,4242003,7/26/2023,2,OPD
11982920070831,4736448,10/11/2023,2,OPD
11982920053591,3240619,2/16/2023,2,OPD
11982920068659,6401411,7/19/2024,2,OPD
11982920063871,4736538,10/11/2023,2,OPD
11982020505497,655239,11/26/2021,2,CNV
11982920046752,6400231,7/19/2024,2,OPD
11982020013401,666893,11/26/2021,2,CNV
11982920001743,2745414,11/18/2022,2,OPD
11982920049032,3365167,3/8/2023,2,OPD
11982920007026,4240414,7/26/2023,2,OPD
11982920002298,2744425,11/18/2022,2,OPD
11982021615113,666470,11/26/2021,2,CNV
11982920039951,3365325,3/8/2023,2,OPD
11982920040309,3365219,3/8/2023,2,OPD
11982920070155,3798976,5/19/2023,2,OPD
11982920016577,2747112,11/18/2022,2,OPD
11982920035542,4241014,7/26/2023,2,OPD
11982910037549,2744814,11/18/2022,2,OPD
11982011186125,661771,11/26/2021,2,CNV
11982920044201,3365148,3/8/2023,2,OPD
11982920013293,4240673,7/26/2023,2,OPD
11982021847336,647371,11/26/2021,2,CNV
11982920041971,4240700,7/26/2023,2,OPD
11982001224670,648846,11/26/2021,2,CNV
11982920001950,4241028,7/26/2023,2,OPD
11982920001952,4241288,7/26/2023,2,OPD
11982010110662,652056,11/26/2021,2,CNV
11982920011692,6403080,7/19/2024,2,OPD
11982920002889,2746788,11/18/2022,2,OPD
11982920037114,3240738,2/16/2023,2,OPD
11982920076561,1395144,4/7/2022,2,OPD
11982920007874,4241050,7/26/2023,2,OPD
11982920010719,4240132,7/26/2023,2,OPD
11982920055236,3241275,2/16/2023,2,OPD
11982920049855,2747228,11/18/2022,2,OPD
11982021462300,656069,11/26/2021,2,CNV
11982920041680,3240816,2/16/2023,2,OPD
11982920028531,3424158,3/17/2023,2,OPD
11982020083081,666135,11/26/2021,2,CNV
11982920012858,6401393,7/19/2024,2,OPD
11982022009241,659894,11/26/2021,2,CNV
11982920055264,2746637,11/18/2022,2,OPD
11982011132756,666683,11/26/2021,2,CNV
11982010106157,652929,11/26/2021,2,CNV
11982002643290,653869,11/26/2021,2,CNV
11982920010722,4241423,7/26/2023,2,OPD
11982920078888,4736237,10/11/2023,2,OPD
11982020307639,664142,11/26/2021,2,CNV
11982920020016,3365500,3/8/2023,2,OPD
11982021611922,662167,11/26/2021,2,CNV
11982010558704,665195,11/26/2021,2,CNV
11982001554472,649685,11/26/2021,2,CNV
11982920027450,4242915,7/26/2023,2,OPD
11982920036044,2745621,11/18/2022,2,OPD
11982910038562,2746793,11/18/2022,2,OPD
11982920010218,4242317,7/26/2023,2,OPD
11982910033033,2747286,11/18/2022,2,OPD
11982920076267,3363826,3/8/2023,2,OPD
11982920077949,3363951,3/8/2023,2,OPD
11982910038681,2746578,11/18/2022,2,OPD
11982920007792,6400761,7/19/2024,2,OPD
11982920076445,1395142,4/7/2022,2,OPD
11982920080872,4243166,7/26/2023,2,OPD
11982920068714,3364108,3/8/2023,2,OPD
11982010049928,657352,11/26/2021,2,CNV
11982920036185,2747012,11/18/2022,2,OPD
11982920001377,2744524,11/18/2022,2,OPD
11982920081054,6403573,7/19/2024,2,OPD
11982021939331,659940,11/26/2021,2,CNV
11982920074425,4736728,10/11/2023,2,OPD
11982920007875,4241485,7/26/2023,2,OPD
11982920003320,2746268,11/18/2022,2,OPD
11982920053459,3365522,3/8/2023,2,OPD
11982920020254,2746899,11/18/2022,2,OPD
11982920014318,6401295,7/19/2024,2,OPD
11982020330433,667687,11/26/2021,2,CNV
11982920013351,3365999,3/8/2023,2,OPD
11982020318917,661413,11/26/2021,2,CNV
11982920008296,6402957,7/19/2024,2,OPD
11982920007291,4240251,7/26/2023,2,OPD
11982920003174,4241046,7/26/2023,2,OPD
11982920062383,4736363,10/11/2023,2,OPD
11982920069541,4736385,10/11/2023,2,OPD
11982920042073,2747229,11/18/2022,2,OPD
11982920042716,6400911,7/19/2024,2,OPD
11982021875691,666927,11/26/2021,2,CNV
11982021601824,666854,11/26/2021,2,CNV
11982920049747,4243150,7/26/2023,2,OPD
11982920004061,6400896,7/19/2024,2,OPD
11982920049045,6401608,7/19/2024,2,OPD
11982920008148,6400927,7/19/2024,2,OPD
11982010863682,657680,11/26/2021,2,CNV
11982010192603,657282,11/26/2021,2,CNV
11982999109318,2744170,11/18/2022,2,OPD
11982022436519,661521,11/26/2021,2,CNV
11982021433848,655213,11/26/2021,2,CNV
11982021566118,658716,11/26/2021,2,CNV
11982920009488,2744346,11/18/2022,2,OPD
11982920052381,675232,11/26/2021,2,CNV
11982920074547,1954800,7/15/2022,2,OPD
11982920032454,4243222,7/26/2023,2,OPD
11982920056083,2746759,11/18/2022,2,OPD
11982920075634,3647375,4/24/2023,2,OPD
11982920075245,3240823,2/16/2023,2,OPD
11982920075270,2747512,11/18/2022,2,OPD
11982920075246,2747507,11/18/2022,2,OPD
11982010565915,664487,11/26/2021,2,CNV
11982920050442,2744907,11/18/2022,2,OPD
11982920008759,4243227,7/26/2023,2,OPD
11982920007284,3798992,5/19/2023,2,OPD
11982021659103,672114,11/26/2021,2,CNV
11982920044760,6401818,7/19/2024,2,OPD
11982920044757,2747284,11/18/2022,2,OPD
11982920057538,2744000,11/18/2022,2,OPD
11982920002540,4242385,7/26/2023,2,OPD
11982920068874,6400213,7/19/2024,2,OPD
11982920056908,3364211,3/8/2023,2,OPD
11982010562193,653102,11/26/2021,2,CNV
11982920010274,6403151,7/19/2024,2,OPD
11982920009420,6402616,7/19/2024,2,OPD
11982920012032,6403434,7/19/2024,2,OPD
11982920066858,3364714,3/8/2023,2,OPD
11982920079658,4736590,10/11/2023,2,OPD
11982920001805,2744459,11/18/2022,2,OPD
11982920072652,3364684,3/8/2023,2,OPD
11982920047981,6401659,7/19/2024,2,OPD
11982920079547,4736810,10/11/2023,2,OPD
11982021888330,665087,11/26/2021,2,CNV
11982920066996,4736067,10/11/2023,2,OPD
11982920079496,4735568,10/11/2023,2,OPD
11982920024541,2747135,11/18/2022,2,OPD
11982920033974,3365015,3/8/2023,2,OPD
11982920036905,3240726,2/16/2023,2,OPD
11982920054070,4242233,7/26/2023,2,OPD
11982920064893,3364017,3/8/2023,2,OPD
11982920002154,6403515,7/19/2024,2,OPD
11982920032587,6400901,7/19/2024,2,OPD
11982920074944,3424188,3/17/2023,2,OPD
11982920007747,6400772,7/19/2024,2,OPD
11982910032608,2746909,11/18/2022,2,OPD
11982920047817,2745081,11/18/2022,2,OPD
11982920073693,4736371,10/11/2023,2,OPD
11982910038845,2745305,11/18/2022,2,OPD
11982000455135,647763,11/26/2021,2,CNV
11982920050410,6403219,7/19/2024,2,OPD
11982920008760,4240530,7/26/2023,2,OPD
11982920030467,4242109,7/26/2023,2,OPD
11982022250118,662392,11/26/2021,2,CNV
11982020042889,650243,11/26/2021,2,CNV
11982002343610,655155,11/26/2021,2,CNV
11982920080946,4735705,10/11/2023,2,OPD
11982021846882,676882,11/26/2021,2,CNV
11982920062809,4735566,10/11/2023,2,OPD
11982920074418,2747598,11/18/2022,2,OPD
11982920015924,6401652,7/19/2024,2,OPD
11982920036871,6403305,7/19/2024,2,OPD
11982021836339,666934,11/26/2021,2,CNV
11982021471038,666936,11/26/2021,2,CNV
11982920012774,6402477,7/19/2024,2,OPD
11982003842933,656787,11/26/2021,2,CNV
11982010025076,658092,11/26/2021,2,CNV
11982920054765,6403211,7/19/2024,2,OPD
11982920001017,4241853,7/26/2023,2,OPD
11982920012839,6403013,7/19/2024,2,OPD
11982920001842,2744837,11/18/2022,2,OPD
11982021584434,664417,11/26/2021,2,CNV
11982920074638,4736589,10/11/2023,2,OPD
11982920027573,4242972,7/26/2023,2,OPD
11982920071477,3364762,3/8/2023,2,OPD
11982920071476,3364761,3/8/2023,2,OPD
11982920010815,4241939,7/26/2023,2,OPD
11982011076680,666916,11/26/2021,2,CNV
11982920048941,3964756,6/15/2023,2,OPD
11982920057933,3364631,3/8/2023,2,OPD
11982920066154,3364626,3/8/2023,2,OPD
11982920056188,4241704,7/26/2023,2,OPD
11982920066853,4736867,10/11/2023,2,OPD
11982920080084,4736894,10/11/2023,2,OPD
11982920067801,3364508,3/8/2023,2,OPD
11982920046363,3364516,3/8/2023,2,OPD
11982920078340,3364513,3/8/2023,2,OPD
11982920001970,4242377,7/26/2023,2,OPD
11982920009201,6403155,7/19/2024,2,OPD
11982022116871,672736,11/26/2021,2,CNV
11982920066825,4240965,7/26/2023,2,OPD
11982011278112,654171,11/26/2021,2,CNV
11982021388562,664746,11/26/2021,2,CNV
11982999109344,2744869,11/18/2022,2,OPD
11982022404467,653061,11/26/2021,2,CNV
11982920060423,2896104,12/16/2022,2,OPD
11982910034314,2747076,11/18/2022,2,OPD
11982920041178,3365817,3/8/2023,2,OPD
11982920012098,6402206,7/19/2024,2,OPD
11982920007533,4240333,7/26/2023,2,OPD
11982920078264,6401886,7/19/2024,2,OPD
11982920082797,6400474,7/19/2024,2,OPD
11982920022791,3365862,3/8/2023,2,OPD
11982920009149,6403423,7/19/2024,2,OPD
11982010530539,665023,11/26/2021,2,CNV
11982920078740,2743989,11/18/2022,2,OPD
11982920080720,2743984,11/18/2022,2,OPD
11982920012727,6403043,7/19/2024,2,OPD
11982920080484,2895812,12/16/2022,2,OPD
11982010129761,654522,11/26/2021,2,CNV
11982920047735,3363759,3/8/2023,2,OPD
11982920085610,4735784,10/11/2023,2,OPD
11982920085612,4735883,10/11/2023,2,OPD
11982020004434,666066,11/26/2021,2,CNV
11982020757999,656555,11/26/2021,2,CNV
11982021377003,673660,11/26/2021,2,CNV
11982920001850,2744202,11/18/2022,2,OPD
11982920056173,3364352,3/8/2023,2,OPD
11982920076134,4241668,7/26/2023,2,OPD
11982920008170,4241489,7/26/2023,2,OPD
11982920008160,4241999,7/26/2023,2,OPD
11982920079731,4736877,10/11/2023,2,OPD
11982920002847,2744768,11/18/2022,2,OPD
11982920057819,2747568,11/18/2022,2,OPD
11982920013213,6401664,7/19/2024,2,OPD
11982920038793,2747241,11/18/2022,2,OPD
11982021654070,648276,11/26/2021,2,CNV
11982021834912,659418,11/26/2021,2,CNV
11982920076375,6402130,7/19/2024,2,OPD
11982920013481,2745379,11/18/2022,2,OPD
11982920013475,6400306,7/19/2024,2,OPD
11982020499378,660407,11/26/2021,2,CNV
11982910038843,2747198,11/18/2022,2,OPD
11982920042390,2746845,11/18/2022,2,OPD
11982920029565,4736766,10/11/2023,2,OPD
11982920053104,4242144,7/26/2023,2,OPD
11982001289863,649008,11/26/2021,2,CNV
11982010092621,661046,11/26/2021,2,CNV
11982920067858,1952882,7/15/2022,2,OPD
11982920029734,3364934,3/8/2023,2,OPD
11982920020908,2745084,11/18/2022,2,OPD
11982920081727,4735636,10/11/2023,2,OPD
11982920002132,2744967,11/18/2022,2,OPD
11982920013940,6403373,7/19/2024,2,OPD
11982920037927,6403499,7/19/2024,2,OPD
11982920044351,6401150,7/19/2024,2,OPD
11982920040714,2744383,11/18/2022,2,OPD
11982920079639,3364092,3/8/2023,2,OPD
11982920042921,6400458,7/19/2024,2,OPD
11982920042901,2746929,11/18/2022,2,OPD
11982920050648,3240964,2/16/2023,2,OPD
11982920059475,3647441,4/24/2023,2,OPD
11982920025757,6402077,7/19/2024,2,OPD
11982920023349,3240989,2/16/2023,2,OPD
11982920075948,3364299,3/8/2023,2,OPD
11982920067206,6400675,7/19/2024,2,OPD
11982920076370,6401833,7/19/2024,2,OPD
11982920072607,3364166,3/8/2023,2,OPD
11982920055523,2744061,11/18/2022,2,OPD
11982920076371,4240640,7/26/2023,2,OPD
11982920087093,6400405,7/19/2024,2,OPD
11982920067204,6400661,7/19/2024,2,OPD
11982920083819,3798968,5/19/2023,2,OPD
11982920016397,4736514,10/11/2023,2,OPD
11982920020222,6403583,7/19/2024,2,OPD
11982920037281,2744066,11/18/2022,2,OPD
11982920075542,4736844,10/11/2023,2,OPD
11982920043091,3241039,2/16/2023,2,OPD
11982920081561,6400322,7/19/2024,2,OPD
11982920008232,1953417,7/15/2022,2,OPD
11982920042900,2747173,11/18/2022,2,OPD
11982920001958,4242404,7/26/2023,2,OPD
11982999108837,2747160,11/18/2022,2,OPD
11982920008666,4242916,7/26/2023,2,OPD
11982920065140,3364613,3/8/2023,2,OPD
11982920063981,3364359,3/8/2023,2,OPD
11982920002923,4240955,7/26/2023,2,OPD
11982920011989,6400507,7/19/2024,2,OPD
11982020054868,648521,11/26/2021,2,CNV
11982920041979,4736419,10/11/2023,2,OPD
11982920051241,3364355,3/8/2023,2,OPD
11982920041597,3240827,2/16/2023,2,OPD
11982920061320,4736797,10/11/2023,2,OPD
11982920033328,6402484,7/19/2024,2,OPD
11982020063893,665901,11/26/2021,2,CNV
11982920016928,4736283,10/11/2023,2,OPD
11982920074661,4735785,10/11/2023,2,OPD
11982999109191,2745071,11/18/2022,2,OPD
11982002507628,655609,11/26/2021,2,CNV
11982020441800,671918,11/26/2021,2,CNV
11982002708390,654145,11/26/2021,2,CNV
11982920013030,6401993,7/19/2024,2,OPD
11982920065139,3365169,3/8/2023,2,OPD
11982920003255,4241502,7/26/2023,2,OPD
11982920022851,3365735,3/8/2023,2,OPD
11982920001742,2746301,11/18/2022,2,OPD
11982020109175,667072,11/26/2021,2,CNV
11982020246423,656693,11/26/2021,2,CNV
11982010042287,651726,11/26/2021,2,CNV
11982920022847,3365734,3/8/2023,2,OPD
11982920012840,6402681,7/19/2024,2,OPD
11982021640160,647432,11/26/2021,2,CNV
11982011263544,648480,11/26/2021,2,CNV
11982920009039,3365845,3/8/2023,2,OPD
11982000807293,648048,11/26/2021,2,CNV
11982005049875,650057,11/26/2021,2,CNV
11982920008987,4242244,7/26/2023,2,OPD
11982021582271,662401,11/26/2021,2,CNV
11982920006271,4241762,7/26/2023,2,OPD
11982920012034,6400369,7/19/2024,2,OPD
11982920007208,4240129,7/26/2023,2,OPD
11982920066847,4735998,10/11/2023,2,OPD
11982920066770,4736008,10/11/2023,2,OPD
11982920003134,2747037,11/18/2022,2,OPD
11982021798083,664640,11/26/2021,2,CNV
11982920083413,3799018,5/19/2023,2,OPD
11982010524656,663682,11/26/2021,2,CNV
11982002345177,655045,11/26/2021,2,CNV
11982920016626,2744616,11/18/2022,2,OPD
11982920066057,2747424,11/18/2022,2,OPD
11982920066797,2747423,11/18/2022,2,OPD
11982920003399,2745230,11/18/2022,2,OPD
11982920076161,4240578,7/26/2023,2,OPD
11982920036825,6403366,7/19/2024,2,OPD
11982920082330,3241153,2/16/2023,2,OPD
11982920038430,4242837,7/26/2023,2,OPD
11982920038442,3240845,2/16/2023,2,OPD
11982920011002,6402618,7/19/2024,2,OPD
11982010448971,663217,11/26/2021,2,CNV
11982920012113,6401997,7/19/2024,2,OPD
11982011150774,663195,11/26/2021,2,CNV
11982920049675,3240887,2/16/2023,2,OPD
11982920051012,3240792,2/16/2023,2,OPD
11982920067002,4735767,10/11/2023,2,OPD
11982920066941,4736665,10/11/2023,2,OPD
11982920066938,4736670,10/11/2023,2,OPD
11982920020971,1954184,7/15/2022,2,OPD
11982920020969,2745524,11/18/2022,2,OPD
11982010429096,663829,11/26/2021,2,CNV
11982920012353,6401247,7/19/2024,2,OPD
11982021851338,672382,11/26/2021,2,CNV
11982011062185,654717,11/26/2021,2,CNV
11982920021087,6401034,7/19/2024,2,OPD
11982920049130,2746562,11/18/2022,2,OPD
11982022471789,660951,11/26/2021,2,CNV
11982920069390,6402446,7/19/2024,2,OPD
11982920042653,2744316,11/18/2022,2,OPD
11982920012210,6403733,7/19/2024,2,OPD
11982920075788,3365306,3/8/2023,2,OPD
11982920033635,6403452,7/19/2024,2,OPD
11982920072683,4735945,10/11/2023,2,OPD
11982920067875,4735564,10/11/2023,2,OPD
11982920075265,6403498,7/19/2024,2,OPD
11982920075813,1954966,7/15/2022,2,OPD
11982920034824,3240948,2/16/2023,2,OPD
11982920075297,4242563,7/26/2023,2,OPD
11982920002219,2744440,11/18/2022,2,OPD
11982920016666,6401343,7/19/2024,2,OPD
11982920004617,4241271,7/26/2023,2,OPD
11982920082435,2895849,12/16/2022,2,OPD
11982920037953,2744505,11/18/2022,2,OPD
11982920070354,4735820,10/11/2023,2,OPD
11982920029396,3240692,2/16/2023,2,OPD
11982021494600,671755,11/26/2021,2,CNV
11982920009987,4240887,7/26/2023,2,OPD
11982920038567,3240656,2/16/2023,2,OPD
11982920061821,3365290,3/8/2023,2,OPD
11982920048715,3241101,2/16/2023,2,OPD
11982920073859,3363764,3/8/2023,2,OPD
11982920024355,4242036,7/26/2023,2,OPD
11982010691828,659469,11/26/2021,2,CNV
11982011113301,660061,11/26/2021,2,CNV
11982920003080,2745804,11/18/2022,2,OPD
11982920026864,2747436,11/18/2022,2,OPD
11982920081393,4735865,10/11/2023,2,OPD
11982920081648,4735707,10/11/2023,2,OPD
11982920074617,1159541,2/18/2022,2,OPD
11982920076571,3365259,3/8/2023,2,OPD
11982910038176,2747057,11/18/2022,2,OPD
11982920068644,3364162,3/8/2023,2,OPD
11982920024011,3365055,3/8/2023,2,OPD
11982920073225,3364544,3/8/2023,2,OPD
11982920007585,4240093,7/26/2023,2,OPD
11982920045954,4242431,7/26/2023,2,OPD
11982920014321,6402424,7/19/2024,2,OPD
11982920009979,6402417,7/19/2024,2,OPD
11982920003216,4241166,7/26/2023,2,OPD
11982920043405,3364943,3/8/2023,2,OPD
11982920057906,3363897,3/8/2023,2,OPD
11982920038756,3365452,3/8/2023,2,OPD
11982920003136,2746720,11/18/2022,2,OPD
11982920066807,3363781,3/8/2023,2,OPD
11982920044075,3365504,3/8/2023,2,OPD
11982920002525,4241180,7/26/2023,2,OPD
11982920002129,2747083,11/18/2022,2,OPD
11982920001378,2747121,11/18/2022,2,OPD
11982920039175,3241281,2/16/2023,2,OPD
11982920028532,2747323,11/18/2022,2,OPD
11982920055220,4243322,7/26/2023,2,OPD
11982920051340,3240713,2/16/2023,2,OPD
11982920043770,6402070,7/19/2024,2,OPD
11982920044516,2746908,11/18/2022,2,OPD
11982920041726,4242286,7/26/2023,2,OPD
11982920008048,6400432,7/19/2024,2,OPD
11982002745012,647759,11/26/2021,2,CNV
11982920005251,4240320,7/26/2023,2,OPD
11982010562797,664857,11/26/2021,2,CNV
11982910029309,3240564,2/16/2023,2,OPD
11982020404675,660707,11/26/2021,2,CNV
11982920074844,1159549,2/18/2022,2,OPD
11982920008785,4240553,7/26/2023,2,OPD
11982920009144,6401083,7/19/2024,2,OPD
11982021681040,657045,11/26/2021,2,CNV
11982920014133,6401831,7/19/2024,2,OPD
11982920007276,4242121,7/26/2023,2,OPD
11982920002462,4241411,7/26/2023,2,OPD
11982021617887,653517,11/26/2021,2,CNV
11982002517775,654489,11/26/2021,2,CNV
11982920070716,4736658,10/11/2023,2,OPD
11982010400972,662662,11/26/2021,2,CNV
11982920037411,6403618,7/19/2024,2,OPD
11982920086088,4736133,10/11/2023,2,OPD
11982920080019,4240153,7/26/2023,2,OPD
11982920013744,6403496,7/19/2024,2,OPD
11982920002660,4243123,7/26/2023,2,OPD
11982920075041,1395122,4/7/2022,2,OPD
11982920033091,1297034,3/19/2022,2,OPD
11982920057096,1297075,3/19/2022,2,OPD
11982920012476,6402228,7/19/2024,2,OPD
11982920076924,4241888,7/26/2023,2,OPD
11982011188394,661528,11/26/2021,2,CNV
11982011081805,665934,11/26/2021,2,CNV
11982920002460,6403516,7/19/2024,2,OPD
11982920006828,4242187,7/26/2023,2,OPD
11982920073123,4736319,10/11/2023,2,OPD
11982920082449,4736232,10/11/2023,2,OPD
11982920073140,4736684,10/11/2023,2,OPD
11982910037110,4240297,7/26/2023,2,OPD
11982910039284,3365677,3/8/2023,2,OPD
11982920042868,3365298,3/8/2023,2,OPD
11982920079260,4735990,10/11/2023,2,OPD
11982920079607,4736138,10/11/2023,2,OPD
11982920017051,4242370,7/26/2023,2,OPD
11982011233877,665496,11/26/2021,2,CNV
11982920033014,2747356,11/18/2022,2,OPD
11982920033015,3365805,3/8/2023,2,OPD
11982920007334,4242947,7/26/2023,2,OPD
11982010138333,658765,11/26/2021,2,CNV
11982920001713,2745977,11/18/2022,2,OPD
11982920027614,6403295,7/19/2024,2,OPD
11982920049217,6403714,7/19/2024,2,OPD
11982920080903,2744084,11/18/2022,2,OPD
11982021288135,667044,11/26/2021,2,CNV
11982920055374,2747142,11/18/2022,2,OPD
11982002104764,654982,11/26/2021,2,CNV
11982920015955,2746835,11/18/2022,2,OPD
11982920024978,3365497,3/8/2023,2,OPD
11982020144693,649993,11/26/2021,2,CNV
11982920008351,4240685,7/26/2023,2,OPD
11982920011981,6400756,7/19/2024,2,OPD
11982920011301,2744605,11/18/2022,2,OPD
11982022139196,648999,11/26/2021,2,CNV
11982020218752,650509,11/26/2021,2,CNV
11982920012972,3365712,3/8/2023,2,OPD
11982920053506,3241127,2/16/2023,2,OPD
11982920076076,1202878,2/28/2022,2,OPD
11982010445142,663327,11/26/2021,2,CNV
11982000915849,648201,11/26/2021,2,CNV
11982021641952,651887,11/26/2021,2,CNV
11982020256430,668397,11/26/2021,2,CNV
11982920000852,2746089,11/18/2022,2,OPD
11982920008036,4242863,7/26/2023,2,OPD
11982920067108,4736906,10/11/2023,2,OPD
11982920074168,3241138,2/16/2023,2,OPD
11982920071599,3364512,3/8/2023,2,OPD
11982001442496,649367,11/26/2021,2,CNV
11982920081069,4735902,10/11/2023,2,OPD
11982020096497,667235,11/26/2021,2,CNV
11982000187324,647490,11/26/2021,2,CNV
11982010043814,660304,11/26/2021,2,CNV
11982920001921,2746812,11/18/2022,2,OPD
11982008119980,656030,11/26/2021,2,CNV
11982010522528,663709,11/26/2021,2,CNV
11982920076023,3363901,3/8/2023,2,OPD
11982008104974,647574,11/26/2021,2,CNV
11982010446447,663284,11/26/2021,2,CNV
11982008023794,647684,11/26/2021,2,CNV
11982920007718,4241243,7/26/2023,2,OPD
11982010057236,651752,11/26/2021,2,CNV
11982011239502,656522,11/26/2021,2,CNV
11982920011038,6401816,7/19/2024,2,OPD
11982008107845,651673,11/26/2021,2,CNV
11982010469761,648624,11/26/2021,2,CNV
11982920076022,3365489,3/8/2023,2,OPD
11982920047634,6401586,7/19/2024,2,OPD
11982003869126,656644,11/26/2021,2,CNV
11982920080017,6402432,7/19/2024,2,OPD
11982920015237,6400643,7/19/2024,2,OPD
11982920054998,6400871,7/19/2024,2,OPD
11982920060093,3241097,2/16/2023,2,OPD
11982920059889,3240966,2/16/2023,2,OPD
11982021309394,665293,11/26/2021,2,CNV
11982920043740,6403428,7/19/2024,2,OPD
11982920080057,6402584,7/19/2024,2,OPD
11982920007046,4242240,7/26/2023,2,OPD
11982920006391,2744935,11/18/2022,2,OPD
11982010064232,661124,11/26/2021,2,CNV
11982920074375,2747393,11/18/2022,2,OPD
11982910011598,3240818,2/16/2023,2,OPD
11982920028615,3241244,2/16/2023,2,OPD
11982920014256,4241190,7/26/2023,2,OPD
11982020530032,647638,11/26/2021,2,CNV
11982010016018,661742,11/26/2021,2,CNV
11982001950423,651116,11/26/2021,2,CNV
11982011182637,660920,11/26/2021,2,CNV
11982920027499,4240425,7/26/2023,2,OPD
11982920057409,4240348,7/26/2023,2,OPD
11982021501594,658319,11/26/2021,2,CNV
11982011089303,656561,11/26/2021,2,CNV
11982920010769,4240534,7/26/2023,2,OPD
11982010204952,657580,11/26/2021,2,CNV
11982001424015,649290,11/26/2021,2,CNV
11982920054246,6400899,7/19/2024,2,OPD
11982920055862,6402129,7/19/2024,2,OPD
11982920055863,1955407,7/15/2022,2,OPD
11982920082357,4735848,10/11/2023,2,OPD
11982920026974,4243072,7/26/2023,2,OPD
11982021878042,660199,11/26/2021,2,CNV
11982003804297,647967,11/26/2021,2,CNV
11982010526651,664592,11/26/2021,2,CNV
11982920020460,3365736,3/8/2023,2,OPD
11982920014197,6403238,7/19/2024,2,OPD
11982920007075,4242566,7/26/2023,2,OPD
11982920011992,6403398,7/19/2024,2,OPD
11982010578843,664983,11/26/2021,2,CNV
11982920068081,4735645,10/11/2023,2,OPD
11982010379408,662786,11/26/2021,2,CNV
11982920007176,4242306,7/26/2023,2,OPD
11982920079958,6402159,7/19/2024,2,OPD
11982920021005,1954249,7/15/2022,2,OPD
11982021505116,654256,11/26/2021,2,CNV
11982920029079,3240770,2/16/2023,2,OPD
11982021402751,673145,11/26/2021,2,CNV
11982920062920,3365171,3/8/2023,2,OPD
11982920062921,3365172,3/8/2023,2,OPD
11982920010583,6403194,7/19/2024,2,OPD
11982920006392,2745921,11/18/2022,2,OPD
11982011112972,657601,11/26/2021,2,CNV
11982920053346,6400447,7/19/2024,2,OPD
11982920007001,4243293,7/26/2023,2,OPD
11982020056798,666933,11/26/2021,2,CNV
11982010151740,658510,11/26/2021,2,CNV
11982920083397,4736749,10/11/2023,2,OPD
11982920036116,2745494,11/18/2022,2,OPD
11982920058194,1297077,3/19/2022,2,OPD
11982020538159,659772,11/26/2021,2,CNV
11982010373294,663483,11/26/2021,2,CNV
11982920082212,2743968,11/18/2022,2,OPD
11982020083420,666224,11/26/2021,2,CNV
11982920051938,2747427,11/18/2022,2,OPD
